char,height,origin_path,path,width,x,y,isTrain,label
C,94,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02990.jpg,char_data/C/DSC02990_1.jpg,78,386,158,True,25
a,70,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02990.jpg,char_data/a/DSC02990_1.jpg,64,466,189,True,51
f,89,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02990.jpg,char_data/f/DSC02990_1.jpg,32,530,169,True,57
e,73,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02990.jpg,char_data/e/DSC02990_3.jpg,63,561,196,True,56
R,77,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/R/DSC02993_2.jpg,66,117,228,True,40
E,81,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/E/DSC02993_2.jpg,55,179,226,True,27
P,84,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/P/DSC02993_1.jpg,53,234,226,True,38
U,82,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/U/DSC02993_2.jpg,60,288,227,True,43
B,81,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/B/DSC02993_1.jpg,55,350,227,True,24
L,75,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/L/DSC02993_1.jpg,49,405,228,True,34
I,77,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/I/DSC02993_1.jpg,19,455,225,True,31
C,85,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/C/DSC02993_1.jpg,64,475,226,True,25
N,89,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/N/DSC02993_1.jpg,75,144,117,True,36
A,87,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/A/DSC02993_1.jpg,63,218,117,True,23
T,78,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/T/DSC02993_1.jpg,61,268,126,True,42
U,75,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/U/DSC02993_3.jpg,61,329,126,True,43
R,81,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/R/DSC02993_3.jpg,60,388,123,True,40
E,80,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02993.jpg,char_data/E/DSC02993_3.jpg,54,446,122,True,27
c,50,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/c/DSC02998_1.jpg,48,207,414,True,53
a,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/a/DSC02998_1.jpg,32,256,421,True,51
s,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/s/DSC02998_1.jpg,24,290,422,True,70
t,55,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/t/DSC02998_1.jpg,22,314,414,True,71
i,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/i/DSC02998_1.jpg,14,337,413,True,60
n,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/n/DSC02998_1.jpg,35,352,423,True,65
g,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC02998.jpg,char_data/g/DSC02998_1.jpg,41,387,423,True,58
i,62,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/i/DSC03000_2.jpg,33,158,287,True,60
n,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/n/DSC03000_2.jpg,38,191,291,True,65
n,50,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/n/DSC03000_3.jpg,40,227,290,True,65
i,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/i/DSC03000_3.jpg,26,265,290,True,60
s,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/s/DSC03000_1.jpg,27,291,296,True,70
f,76,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/f/DSC03000_1.jpg,37,316,280,True,57
r,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/r/DSC03000_1.jpg,29,351,293,True,69
e,50,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/e/DSC03000_2.jpg,30,381,288,True,56
e,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03000.jpg,char_data/e/DSC03000_3.jpg,38,412,292,True,56
B,57,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/B/DSC03001_1.jpg,45,1,201,True,24
r,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/r/DSC03001_2.jpg,33,45,203,True,69
o,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/o/DSC03001_2.jpg,33,79,201,True,66
w,50,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/w/DSC03001_1.jpg,49,115,200,True,74
n,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/n/DSC03001_1.jpg,43,164,200,True,65
S,57,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/S/DSC03001_1.jpg,47,210,187,True,41
u,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/u/DSC03001_1.jpg,42,256,195,True,72
g,59,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/g/DSC03001_1.jpg,40,296,193,True,58
a,54,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/a/DSC03001_1.jpg,38,335,189,True,51
r,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/r/DSC03001_3.jpg,32,373,191,True,69
C,59,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/C/DSC03001_1.jpg,48,411,180,True,25
o,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/o/DSC03001_3.jpg,37,459,190,True,66
f,63,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/f/DSC03001_2.jpg,31,499,174,True,57
f,65,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/f/DSC03001_3.jpg,38,529,170,True,57
e,59,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/e/DSC03001_2.jpg,41,565,178,True,56
e,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03001.jpg,char_data/e/DSC03001_3.jpg,31,607,180,True,56
S,69,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/S/DSC03012_2.jpg,46,28,212,True,41
C,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/C/DSC03012_1.jpg,54,73,212,True,25
R,72,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/R/DSC03012_1.jpg,37,129,211,True,40
E,76,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/E/DSC03012_2.jpg,37,165,210,True,27
E,74,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/E/DSC03012_3.jpg,36,201,210,True,27
N,73,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/N/DSC03012_2.jpg,47,236,209,True,36
S,63,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/S/DSC03012_3.jpg,43,295,215,True,41
H,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/H/DSC03012_1.jpg,43,336,215,True,30
O,68,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/O/DSC03012_2.jpg,62,374,211,True,37
O,79,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/O/DSC03012_3.jpg,53,437,208,True,37
T,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/T/DSC03012_1.jpg,32,491,215,True,42
I,66,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/I/DSC03012_1.jpg,18,521,214,True,31
N,70,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/N/DSC03012_3.jpg,47,539,212,True,36
G,72,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03012.jpg,char_data/G/DSC03012_1.jpg,53,584,210,True,29
T,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/T/DSC03023_1.jpg,24,129,300,True,42
E,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/E/DSC03023_3.jpg,22,149,299,True,27
R,55,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/R/DSC03023_2.jpg,22,170,298,True,40
A,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/A/DSC03023_2.jpg,24,192,301,True,23
R,55,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/R/DSC03023_3.jpg,23,217,299,True,40
O,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/O/DSC03023_2.jpg,27,239,299,True,37
S,55,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/S/DSC03023_1.jpg,22,266,299,True,41
A,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/A/DSC03023_3.jpg,30,285,303,True,23
C,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/C/DSC03023_1.jpg,30,329,300,True,25
O,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/O/DSC03023_3.jpg,30,358,300,True,37
F,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/F/DSC03023_2.jpg,33,384,298,True,28
F,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/F/DSC03023_3.jpg,27,415,298,True,28
E,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/E/DSC03023_4.jpg,28,442,297,True,27
E,59,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03023.jpg,char_data/E/DSC03023_5.jpg,31,471,298,True,27
M,70,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/M/DSC03025_1.jpg,49,166,123,True,35
A,68,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/A/DSC03025_1.jpg,37,216,125,True,23
H,68,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/H/DSC03025_1.jpg,37,251,125,True,30
S,68,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/S/DSC03025_1.jpg,37,287,129,True,41
I,69,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/I/DSC03025_1.jpg,17,325,127,True,31
L,76,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03025.jpg,char_data/L/DSC03025_1.jpg,42,341,127,True,34
F,75,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03050.jpg,char_data/F/DSC03050_1.jpg,87,83,210,True,28
E,73,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03050.jpg,char_data/E/DSC03050_1.jpg,72,171,211,True,27
S,73,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03050.jpg,char_data/S/DSC03050_1.jpg,80,241,211,True,41
T,64,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03050.jpg,char_data/T/DSC03050_1.jpg,78,320,210,True,42
D,75,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03050.jpg,char_data/D/DSC03050_1.jpg,86,397,208,True,26
P,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/P/DSC03053_1.jpg,28,31,135,True,38
a,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/a/DSC03053_1.jpg,22,57,137,True,51
r,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/r/DSC03053_1.jpg,20,77,139,True,69
t,40,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/t/DSC03053_2.jpg,19,97,133,True,71
y,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/y/DSC03053_1.jpg,25,117,142,True,76
T,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/T/DSC03053_3.jpg,27,236,126,True,42
e,33,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/e/DSC03053_1.jpg,24,264,139,True,56
l,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/l/DSC03053_1.jpg,17,289,128,True,63
8,44,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/8/DSC03053_2.jpg,27,335,128,True,19
6,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/6/DSC03053_1.jpg,29,361,128,True,17
1,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/1/DSC03053_2.jpg,22,391,127,True,12
1,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/1/DSC03053_3.jpg,20,436,131,True,12
4,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/4/DSC03053_1.jpg,30,457,129,True,15
0,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/0/DSC03053_1.jpg,25,487,126,True,11
8,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03053.jpg,char_data/8/DSC03053_3.jpg,28,513,128,True,19
M,163,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/M/DSC03160_1.jpg,180,12,216,True,35
A,165,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/A/DSC03160_4.jpg,154,193,214,True,23
Y,153,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/Y/DSC03160_2.jpg,143,321,220,True,47
A,154,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/A/DSC03160_5.jpg,160,442,216,True,23
s,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/s/DSC03160_2.jpg,32,104,156,True,70
w,34,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/w/DSC03160_1.jpg,37,134,154,True,74
e,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/e/DSC03160_3.jpg,23,170,155,True,56
e,30,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/e/DSC03160_4.jpg,22,194,155,True,56
t,37,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/t/DSC03160_2.jpg,22,216,155,True,71
l,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/l/DSC03160_2.jpg,12,285,142,True,63
o,36,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/o/DSC03160_2.jpg,22,298,155,True,66
v,34,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/v/DSC03160_1.jpg,22,320,155,True,73
e,31,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/e/DSC03160_5.jpg,21,342,156,True,56
l,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/l/DSC03160_3.jpg,9,365,148,True,63
y,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/y/DSC03160_3.jpg,26,374,148,True,76
c,39,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/c/DSC03160_2.jpg,26,406,148,True,53
a,36,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/a/DSC03160_6.jpg,23,433,150,True,51
c,37,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/c/DSC03160_3.jpg,23,454,148,True,53
a,37,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/a/DSC03160_7.jpg,25,477,146,True,51
o,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/o/DSC03160_3.jpg,24,502,144,True,66
D,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/D/DSC03160_1.jpg,26,220,400,True,26
S,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/S/DSC03160_3.jpg,20,246,399,True,41
T,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/T/DSC03160_3.jpg,25,267,396,True,42
2,39,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/2/DSC03160_2.jpg,25,294,399,True,13
0,40,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/0/DSC03160_2.jpg,22,320,397,True,11
0,39,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/0/DSC03160_3.jpg,22,342,399,True,11
2,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03160.jpg,char_data/2/DSC03160_3.jpg,23,364,398,True,13
P,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/P/DSC03161_2.jpg,35,302,223,True,38
A,54,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/A/DSC03161_2.jpg,26,336,212,True,23
P,57,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/P/DSC03161_3.jpg,25,365,213,True,38
A,65,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/A/DSC03161_3.jpg,31,390,206,True,23
J,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/J/DSC03161_1.jpg,29,424,203,True,32
O,64,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/O/DSC03161_1.jpg,30,455,202,True,37
H,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/H/DSC03161_1.jpg,32,486,202,True,30
N,63,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/N/DSC03161_1.jpg,23,520,204,True,36
S,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/S/DSC03161_1.jpg,26,543,221,True,41
1,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/1/DSC03161_1.jpg,16,1,225,True,12
5,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/5/DSC03161_1.jpg,34,17,229,True,16
7,53,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/7/DSC03161_2.jpg,33,50,226,True,18
7,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/7/DSC03161_3.jpg,32,82,223,True,18
8,54,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/8/DSC03161_2.jpg,31,138,221,True,19
0,56,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/0/DSC03161_2.jpg,32,169,223,True,11
8,50,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/8/DSC03161_3.jpg,33,200,223,True,19
0,55,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03161.jpg,char_data/0/DSC03161_3.jpg,35,233,221,True,11
w,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/w/DSC03162_3.jpg,44,57,143,True,74
w,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/w/DSC03162_4.jpg,38,101,142,True,74
w,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/w/DSC03162_5.jpg,36,139,144,True,74
c,36,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/c/DSC03162_2.jpg,21,181,146,True,53
h,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/h/DSC03162_1.jpg,24,202,144,True,59
i,40,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/i/DSC03162_2.jpg,9,226,140,True,60
j,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/j/DSC03162_1.jpg,10,235,140,True,61
i,40,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/i/DSC03162_3.jpg,10,244,138,True,60
l,48,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/l/DSC03162_1.jpg,10,254,139,True,63
c,35,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/c/DSC03162_3.jpg,26,269,143,True,53
o,30,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/o/DSC03162_1.jpg,21,295,151,True,66
m,34,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/m/DSC03162_1.jpg,35,318,147,True,64
T,35,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/T/DSC03162_1.jpg,22,371,146,True,42
4,36,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/4/DSC03162_1.jpg,20,404,147,True,15
8,32,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/8/DSC03162_1.jpg,14,425,149,True,19
6,35,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/6/DSC03162_2.jpg,17,440,147,True,17
6,32,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/6/DSC03162_3.jpg,18,469,150,True,17
1,33,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/1/DSC03162_1.jpg,13,488,148,True,12
0,34,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/0/DSC03162_2.jpg,18,502,146,True,11
0,36,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/0/DSC03162_3.jpg,18,522,146,True,11
3,35,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/3/DSC03162_1.jpg,19,566,146,True,14
F,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03162.jpg,char_data/F/DSC03162_1.jpg,21,585,142,True,28
L,47,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/L/DSC03165_1.jpg,47,195,237,True,34
o,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/o/DSC03165_2.jpg,35,242,245,True,66
n,39,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/n/DSC03165_2.jpg,35,276,245,True,65
d,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/d/DSC03165_1.jpg,36,313,238,True,54
o,35,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/o/DSC03165_3.jpg,33,351,246,True,66
n,38,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03165.jpg,char_data/n/DSC03165_3.jpg,42,387,246,True,65
P,59,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03166.jpg,char_data/P/DSC03166_1.jpg,48,226,263,True,38
a,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03166.jpg,char_data/a/DSC03166_1.jpg,38,273,273,True,51
r,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03166.jpg,char_data/r/DSC03166_1.jpg,23,311,271,True,69
i,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03166.jpg,char_data/i/DSC03166_1.jpg,17,335,266,True,60
s,49,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03166.jpg,char_data/s/DSC03166_1.jpg,38,354,271,True,70
S,61,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03167.jpg,char_data/S/DSC03167_1.jpg,57,207,294,True,41
e,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03167.jpg,char_data/e/DSC03167_1.jpg,37,264,306,True,56
o,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03167.jpg,char_data/o/DSC03167_1.jpg,37,302,302,True,66
u,40,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03167.jpg,char_data/u/DSC03167_1.jpg,36,339,306,True,72
l,52,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03167.jpg,char_data/l/DSC03167_1.jpg,21,375,299,True,63
T,51,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03168.jpg,char_data/T/DSC03168_1.jpg,49,218,291,True,42
o,34,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03168.jpg,char_data/o/DSC03168_2.jpg,37,267,307,True,66
k,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03168.jpg,char_data/k/DSC03168_1.jpg,40,304,303,True,62
y,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03168.jpg,char_data/y/DSC03168_1.jpg,33,344,301,True,76
o,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor2/DSC03168.jpg,char_data/o/DSC03168_3.jpg,38,377,307,True,66
